Secondary School Code,School Name,Address Line #1,Address Line #2,Domestic Address #3,City,State,ZIP,Foreign Address #3,Country Name,Website
230174,BATTLE CREEK AREA MATH SCI CTR,171 MICHIGAN AVE W,,,BATTLE CREEK,MI,49017,3608,,
230175,BATTLE CREEK ACADEMY,480 PARKWAY DR,,,BATTLE CREEK,MI,49037,2134,,
230177,BATTLE CREEK CNTRL HIGH SCHOOL,100 W VAN BUREN ST,,,BATTLE CREEK,MI,49017,3050,,
230178,HARPER CREEK HIGH SCHOOL,12677 BEADLE LAKE RD,,,BATTLE CREEK,MI,49014,7503,,
230180,LAKEVIEW HIGH SCHOOL,15060 HELMER RD S,,,BATTLE CREEK,MI,49015,9641,,
230182,CALHOUN CHRISTIAN SCHOOL,20 S WOODROW AVE,,,BATTLE CREEK,MI,49015,,,
230183,CORNERSTONE LEADER BUSINESS HS,6861 E NEVADA ST,,,DETROIT,MI,48234,2968,,
230184,BEEKMAN CENTER,2901 WABASH RD,,,LANSING,MI,48910,4898,,
230185,PENNFIELD HIGH SCHOOL,8299 PENNFIELD RD,,,BATTLE CREEK,MI,49017,8106,,
230186,IOSCO RESA SPECIAL EDUCATION,27 NORTH REMPERT RD,,,TAWAS CITY,MI,48763,9752,,
230187,ISABELLA DAY TREATMENT,3350 S ISABELLA RD,,,MOUNT PLEASANT,MI,48858,8461,,
230188,WAINWRIGHT,4200 WAINWRIGHT AVE,,,LANSING,MI,48911,,,
230189,HEARTWOOD SCHOOL,625 HAGADORN RD,,,MASON,MI,48854,9390,,
230190,SAINT PHILIP CATHOLIC CNTRL HS,20 CHERRY ST,,,BATTLE CREEK,MI,49017,3904,,
230192,ALTERNATIVE EDUC ACAD IOSCO CO,40 W M 55,,,TAWAS CITY,MI,48763,9286,,
230193,DOUGLAS R. WELCH HIGH SCHOOL,250 E TUTTLE RD,,,IONIA,MI,48846,8605,,
230194,MT. PLEASANT ADULT AND COMMUNI,3480 SOUTH ISABELLA RD STE 2,,,MOUNT PLEASANT,MI,48858,8464,,
230195,WOODVILLE COMMUNITY CENTER,3950 CATHERINE ST,,,JACKSON,MI,49203,1011,,
230196,JACKSON ISD LOCAL BASED SPECIA,6700 BROWNS LAKE ROAD,,,JACKSON,MI,49201,,,
230197,LAKESIDE CHARTER SCHOOL,3921 OAKLAND DR FRNT,,,KALAMAZOO,MI,49008,4820,,
230198,GALESBURG-AUGUSTA ALTERNATIVE,1076 N 37TH ST,,,GALESBURG,MI,49053,9762,,
230199,VALLEY CENTER SCHOOL,3122 LAKE ST,,,KALAMAZOO,MI,49048,5824,,
230201,WOODSEDGE LEARNING CENTER,1501 E. MILHAM ROAD,,,PORTAGE,MI,49002,,,
230202,LYLE A. TORRANT CENTER,1175 WEST PARNALL RD,,,JACKSON,MI,49201,8652,,
230203,COLUMBIA ALTERNATIVE EDUCATION,4460 N LAKE RD,,,CLARKLAKE,MI,49234,9694,,
230204,BANGOR TOWNSHIP VIRTUAL SCHOOL,3359 E MIDLAND RD,,,BAY CITY,MI,48706,2825,,
230205,BAY CITY CENTRAL HIGH SCHOOL,1624 COLUMBUS AVE,,,BAY CITY,MI,48708,6827,,
230206,YOUTH CENTER SCHOOL,1424 GULL RD,,,KALAMAZOO,MI,49048,1605,,
230207,ACKERSON LAKE HIGH SCHOOL,4126 BROOKLYN RD,,,JACKSON,MI,49201,8501,,
230208,JOHN GLENN HIGH SCHOOL,3201 KIESEL RD,,,BAY CITY,MI,48706,2447,,
230209,CLIMAX-SCOTTS VIRTUAL ACADEMY,372 S MAIN ST,,,CLIMAX,MI,49034,9773,,
230210,ALL SAINTS CENTRAL HIGH SCHOOL,217 S MONROE ST,,,BAY CITY,MI,48708,7208,,
230212,LIGHTHOUSE ACADEMY - WAALKES,1501 CEDAR ST NE,,,GRAND RAPIDS,MI,49503,1300,,
230213,COMMUNITY TRANSITION CAMPUS,225 MAYFIELD AVE NE,,,GRAND RAPIDS,MI,49503,,,
230216,BAY CITY EASTERN HIGH SCHOOL,201 WOODSIDE LN,,,BAY CITY,MI,48708,5546,,
230219,ROCKFORD H.S. FRESHMAN CENTER,4500 KROES ST NE,,,ROCKFORD,MI,49341,9641,,
230220,KALAMAZOO COVENANT ACADEMY,400 W CROSSTOWN PKWY,,,KALAMAZOO,MI,49001,2761,,
230221,KENT TRANSITION CENTER,1800 LEFFINGWELL AVE NE,,,GRAND RAPIDS,MI,49525,4534,,
230222,BARCLAY HILLS EDUCATION CENTER,1125 E MOSEL AVE,,,KALAMAZOO,MI,49004,1042,,
230223,YOUTH ADVANCEMENT ACADEMY,6750 CHIME ST,,,KALAMAZOO,MI,49009,6408,,
230225,PINE REST - KENTWOOD PUBLIC SC,300 68TH ST SE,,,GRAND RAPIDS,MI,49548,6927,,
230226,LIGHTHOUSE ACADEMY SCHL - MAIN,3330 36TH ST SE,,,KENTWOOD,MI,49512,2810,,
230227,RIVER VALLEY ACADEMY,350 N MAIN ST,,,ROCKFORD,MI,49341,1020,,
230228,ADRIAN ADULT AND ALTERNATIVE E,726 ELM ST,,,ADRIAN,MI,49221,2779,,
230229,EAST KENTWOOD FRESHMAN CAMPUS,6170 VALLEY LANE DR SE,,,GRAND RAPIDS,MI,49508,6658,,
230230,LIGHTHOUSE ACADEMY - ST JOHNS,2355 KNAPP ST NE,,,GRAND RAPIDS,MI,49505,4415,,
230231,LEGACY HIGH SCHOOL,9525 E HIGHLAND RD,,,HOWELL,MI,48843,9098,,
230232,LENAWEE ISD TECH CENTER,1372 N MAIN ST,,,ADRIAN,MI,49221,1724,,
230233,PATHWAY SCHOOL,1429 W GRAND RIVER AVE,,,HOWELL,MI,48843,1916,,
230234,CLINTON VIRTUAL JR/SR HIGH SCH,341 E MICHIGAN AVE,,,CLINTON,MI,49236,9593,,
230236,PARIS ACADEMY,4058 STATE ST,,,SAGINAW,MI,48603,4019,,
230237,QUEST HIGH SCHOOL,PO BOX 3620,,,NORTH BRANCH,MI,48461,620,,
230239,HURON VALLEY ADULT EDUCATION,5061 NORTH DUCK LAKE RD,,,HIGHLAND,MI,48356,1523,,
230240,OAK PARK VIRTUAL ACADEMY,12901 ALBANY ST,,,OAK PARK,MI,48237,2920,,
230241,HARTFORD ALTERNATIVE EDUCATION,121 SCHOOL ST,,,HARTFORD,MI,49057,1183,,
230242,BREITHAUPT CAREER AND TECHNICA,9300 HUBBELL ST,,,DETROIT,MI,48228,2325,,
230243,NOVA DISCIPLINE ACADEMY,22180 PARKLAWN ST,,,OAK PARK,MI,48237,2674,,
230245,BEAR LAKE HIGH SCHOOL,7748 CODY,BOX 188,,BEAR LAKE,MI,49614,188,,
230246,HOUGHTON LAKE ADULT EDUCATION,179 CLOVERLEAF LN,,,HOUGHTON LAKE,MI,48629,9636,,
230247,COVERED BRIDGE SCHOOL,PO BOX 158,,,CENTREVILLE,MI,49032,158,,
230248,CARO ALTERNATIVE HIGH SCHOOL,1205 E CARO RD,,,CARO,MI,48723,1205,,
230250,BEAVERTON HIGH SCHOOL,3090 CROCKETT ROAD,,,BEAVERTON,MI,48612,529,,
230251,LAWTON ACCELERATED ACADEMIC CE,101 PRIMARY WAY,,,LAWTON,MI,49065,8781,,
230252,WASHTENAW DEAF AND HARD OF HEA,1819 S WAGNER RD,,,ANN ARBOR,MI,48103,9715,,
230253,BEDFORD BIBLE CHURCH SCHOOL,POST OFFICE BOX 161,,,BEDFORD,MI,49020,161,,
230254,ALTERNATIVE EDUCATIONAL ACADEM,2389 S M 76,,,WEST BRANCH,MI,48661,8778,,
230255,BELDING AREA HIGH SCHOOL,850 HALL STREET,,,BELDING,MI,48809,2214,,
230257,C.O.O.R. SPECIAL EDUCATIONAL C,11051 NORTH CUT RD,,,ROSCOMMON,MI,48653,9340,,
230259,PIONEER HIGH SCHOOL,15 NORTH HOWARD AVE,,,CROSWELL,MI,48422,,,
230260,BELLAIRE PUBLIC HIGH SCHOOL,204 WEST FOREST HOME AVENUE,,,BELLAIRE,MI,49615,9542,,
230261,ALGONAC ALTERNATIVE EDUCATION,9541 PHELPS RD,,,CLAY,MI,48001,4753,,
230262,BANGOR CAREER ACADEMY,12 N WALNUT ST,,,BANGOR,MI,49013,1347,,
230263,TRANSITION CENTER,11051 N CUT RD,,,ROSCOMMON,MI,48653,9340,,
230264,SHIAWASSEE RESD - STUDENT LEAR,2261 S M 52,,,OWOSSO,MI,48867,9206,,
230265,BELLEVILLE HIGH SCHOOL,501 W COLUMIBIA AVE,,,BELLEVILLE,MI,48111,,,
230266,METRO BAPTIST SCHOOLS,PO BOX 562,,,BELLEVILLE,MI,48112,,,
230267,HERITAGE HILLS CHRISTIAN SCHS,13015 M-66,,,BELLEVUE,MI,49021,,,
230270,BELLEVUE HIGH SCHOOL,576 LOVE HWY,,,BELLEVUE,MI,49021,1399,,
230271,GLEN H. PETERS SCHOOL,46650 HEYDENREICH RD,,,MACOMB,MI,48044,4420,,
230272,M.G. MILLET LEARNING CENTER,3660 SOUTHFIELD DR,,,SAGINAW,MI,48601,5653,,
230273,BENTON HARBOR HIGH SCHOOL,870 COLFAX AVENUE,,,BENTON HARBOR,MI,49022,7409,,
230274,COUNTRYSIDE ACADEMY,4800 MEADOWBROOK RD,,,BENTON HARBOR,MI,49022,,,
230275,CAREER AND ALT PTHWYS TO EDUC,636 PIPESTONE ST,,,BENTON HARBOR,MI,49022,4152,,
230276,WSC ACADEMY - YPSILANTI CAMPUS,855 JEFFERSON ST,,,YPSILANTI,MI,48197,5209,,
230277,KEYS GRACE ACADEMY,27321 HAMPDEN STREET,,,MADISON HEIGHTS,MI,48071,,,
230278,JUVENILE SERVICES CENTER,6542 136TH AVE,,,HOLLAND,MI,49424,9243,,
230281,NEWAYGO COUNTY CAREER TECH CNT,4747 W 48TH ST,,,FREMONT,MI,49412,7205,,
230282,OAKLAND OPPORTUNITY ACADEMY,1000 BECK RD,,,WIXOM,MI,48393,1862,,
230283,ORCHARD VIEW COMMUNITY EDUCATI,1074 SHONAT ST,,,MUSKEGON,MI,49442,4259,,
230285,BENZIE CENTRAL HIGH SCHOOL,9300 HOMESTEAD RD,,,BENZONIA,MI,49616,9661,,
230287,BENZIE ACADEMY,9222 HOMESTEAD RD,,,BENZONIA,MI,49616,9660,,
230288,WEBB ELEMENTARY SCHOOL,2100 WOODWARD HTS,,,FERNDALE,MI,48220,1522,,
230289,WHITE LAKE AREA COMMUNITY ED.,541 EAST SLOCUM ST,,,WHITEHALL,MI,49461,1199,,
230291,SOUTHERN MICHIGAN CENTER FOR S,550 E MAIN ST,,,HUDSON,MI,49247,9535,,
230292,CONTINUING EDUCATION CENTER,22280 E PRICE DR,,,CLINTON TOWNSHIP,MI,48035,1843,,
230293,BOZYMOWSKI CENTER,11870 ELDORADO DR,,,STERLING HEIGHTS,MI,48312,3943,,
230294,RANDOLPH CAREER AND TECHNICAL,17101 HUBBELL ST,,,DETROIT,MI,48235,3942,,
230295,BERKLEY HIGH SCHOOL,2325 CATALPA DR,,,BERKLEY,MI,48072,1851,,
230296,MECOSTA-OSCEOLA CAREER CENTER,15830 190TH AVE,,,BIG RAPIDS,MI,49307,8527,,
230299,ACADEMY OF SCIENCE MATH AND TE,2130 W. US 10,,,LUDINGTON,MI,49431,,,
230300,ANDREWS ACADEMY,8833 GARLAND AVE,,,BERRIEN SPRINGS,MI,49104,8300,,
230301,BERRIEN SPRINGS VIRTUAL ACDMY,PO BOX 130,,,BERRIEN SPRINGS,MI,49103,130,,
230302,MCESA AND SUGNET SCHOOL CLASSR,3917 JEFFERSON AVE,,,MIDLAND,MI,48640,3582,,
230303,ISHPEMING-NEGAUNEE-NICE COMM.,101 S PIONEER AVE,,,NEGAUNEE,MI,49866,1609,,
230304,BERRIEN CNTY MATH & SCI CENTER,711 ST JOSEPH AVE,,,BERRIEN SPRINGS,MI,49103,1583,,
230305,BERRIEN SPRINGS HIGH SCHOOL,201 SYLVESTER AVE,,,BERRIEN SPRINGS,MI,49103,1400,,
230307,RIVERSIDE ACADEMY,445 TOLEDO ST,,,DUNDEE,MI,48131,1248,,
230308,MUSKEGON AREA CAREER TECH CENT,200 HARVEY ST,,,MUSKEGON,MI,49442,,,
230309,CONNER CREEK ACADEMY EAST - MI,31330 RYAN RD,,,WARREN,MI,48092,1354,,
230310,A D JOHNSTON HIGH SCHOOL,100 W LEAD ST,,,BESSEMER,MI,49911,1007,,
230311,SPECIAL EDUCATION SERVICES,815 STATE ST,,,MIDLAND,MI,48640,5369,,
230312,BIG RAPIDS HIGH SCHOOL,21175 15 MILE RD,,,BIG RAPIDS,MI,49307,8844,,
230313,CROSSROADS CHARTER ACADEMY,215 SPRUCE ST W,,,BIG RAPIDS,MI,49307,1471,,
230314,ROMEO ENGINEERING TECHNOLOGY C,62300 JEWELL RD,,,WASHINGTON,MI,48094,1640,,
230316,KENNEDY LEARNING CENTER,16229 MT. VERNON,,,SOUTHFIELD,MI,48075,,,
230318,MECOSTA OSCEOLA MSTC,15760 190TH AVE,,,BIG RAPIDS,MI,49307,9096,,
230319,CREATIVE LEARNING CENTER - HIG,14104 WOODWARD AVE,,,HIGHLAND PARK,MI,48203,2995,,
230321,OAKLAND SCHOOLS TECHNICAL CAMP,1371 NORTH PERRY ST,,,PONTIAC,MI,48340,3261,,
230322,OXFORD BRIDGES HIGH SCHOOL,1420 E LAKEVILLE RD,,,OXFORD,MI,48371,5253,,
230323,LAMPHERE CENTER,29685 TAWAS ST,,,MADISON HEIGHTS,MI,48071,5425,,
230324,VENTURE ACADEMY,3333 96TH AVE,,,ZEELAND,MI,49464,9721,,
230325,BIRCH RUN HIGH SCHOOL,12450 CHURCH ST,,,BIRCH RUN,MI,48415,8759,,
230326,BIRCH RUN ALTERNATIVE HS,8225 MAIN ST,,,BIRCH RUN,MI,48415,9703,,
230327,SEAHOLM HIGH SCHOOL,2436 W LINCOLN RD,,,BIRMINGHAM,MI,48009,1876,,
230329,BROTHER RICE HIGH SCHOOL,7101 LAHSER RD,,,BLOOMFIELD HILLS,MI,48301,4045,,
230330,DETROIT COUNTRY DAY SCHOOL,22305 W 13 MILE RD,,,BEVERLY HILLS,MI,48025,4435,,
230331,WARREN WOODS ADULT EDUCATION,12900 FRAZHO RD,,,WARREN,MI,48089,1300,,
230332,MARIAN HIGH SCHOOL,7225 LAHSER RD,,,BLOOMFIELD HILLS,MI,48301,4047,,
230333,WYLIE E GROVES HIGH SCHOOL,20500 W 13 MILE RD,,,BEVERLY HILLS,MI,48025,3830,,
230334,STURGIS SCHOOLS ADULT EDUCATIO,107 W WEST ST,,,STURGIS,MI,49091,1447,,
230335,HAZEL PARK TRAINING FACILITY,420 W 9 MILE RD,,,HAZEL PARK,MI,48030,1754,,
230336,MARION D. CROUSE INSTR. CENTER,3330 LUCE RD,,,FLUSHING,MI,48433,2373,,
230337,NEWDAY CENTER,465 CLAY ST,,,NEWAYGO,MI,49337,8521,,
230339,ETON ACADEMY,1755 E MELTON RD,,,BIRMINGHAM,MI,48009,7277,,
230340,BLENDED LEARNING ACADEMIES CRE,1754 E CLARK RD,,,LANSING,MI,48906,1020,,
230343,BERT GOENS LEARNING CENTER,490 S PAW PAW ST,,,LAWRENCE,MI,49064,9328,,
230344,HIGH POINT SCHOOL,PO BOX 1406,,,ANN ARBOR,MI,48106,1406,,
230345,BLISSFIELD COMMUNITY HS,630 S LANE ST,,,BLISSFIELD,MI,49228,1278,,
230346,MANISTIQUE ALTERNATIVE ED CENT,100 N CEDAR ST,,,MANISTIQUE,MI,49854,1248,,
230347,INTERNATIONAL ACADEMY,1020 E SQUARE LAKE RD,,,BLOOMFIELD HILLS,MI,48304,1957,,
230349,CL HOME SCHOOL PARTNERSHIP,24580 CUNNINGHAM AVE,,,WARREN,MI,48091,5628,,
230351,KALAMAZOO RESA WEST CAMPUS-YOU,422 EAST SOUTH ST,,,KALAMAZOO,MI,49007,5809,,
230352,FOWLERVILLE ONLINE LEARNING AC,7677 W SHARPE RD STE A,,,FOWLERVILLE,MI,48836,8748,,
230353,ACADEMY OF THE SACRED HEART,1250 KENSINGTON RD,,,BLOOMFIELD HILLS,MI,48304,3029,,
230355,CRANBROOK KINGSWOOD SCHOOL,PO BOX 801,,,BLOOMFIELD HILLS,MI,48303,801,,
230356,CREATIVE LEARNING CENTER - WAR,4545 E 8 MILE RD,,,WARREN,MI,48091,2708,,
230357,MANISTEE ISD CENTER PROGRAMS,772 E PARKDALE AVE,,,MANISTEE,MI,49660,9110,,
230358,BRIDGE ALTERNATIVE HIGH SCHOOL,125 S CHURCH ST,,,BRIGHTON,MI,48116,1652,,
230359,ACADEMY 21,11300 ENGLEMAN RD,,,WARREN,MI,48089,3535,,
230361,HEMLOCK ALTERNATIVE EDUCATION,PO BOX 260,,,HEMLOCK,MI,48626,260,,
230362,TROY GROW PROGRAM,1291 TORPEY DR,,,TROY,MI,48083,5444,,
230363,ROEPER SCHOOL,1051 OAKLAND AVE,,,BIRMINGHAM,MI,48009,5761,,
230365,BLOOMINGDALE HIGH SCHOOL,PO BOX 217,,,BLOOMINGDALE,MI,49026,217,,
230366,ISD/LOCAL CENTER PROGRAMS,621 N NEW ST,,,STANTON,MI,48888,9459,,
230367,BIG RAPIDS VIRTUAL SCHOOL,14980 215TH AVE,,,BIG RAPIDS,MI,49307,9224,,
230368,HUDSONVILLE FRESHMAN BUILDING,3370 ALLEN ST,,,HUDSONVILLE,MI,49426,1630,,
230369,HARTLAND VIRTUAL ACADEMY,9525 E HIGHLAND RD,,,HOWELL,MI,48843,9098,,
230370,BOYNE CITY HIGH SCHOOL,1035 BOYNE AVE,,,BOYNE CITY,MI,49712,9110,,
230371,CONCORD ACADEMY BOYNE,00401 EAST DIETZ ROAD,,,BOYNE CITY,MI,49712,,,
230372,SANILAC ISD SPECIAL EDUCATION,46 N JACKSON ST,,,SANDUSKY,MI,48471,1132,,
230373,STUDENT SUPPORT SERVICES,6389 CLARKSTON RD,,,CLARKSTON,MI,48346,1613,,
230374,ST. IGNACE JUVENILE DETENTION,W429 PORTAGE ST,,,SAINT IGNACE,MI,49781,1476,,
230375,BOYNE FALLS PUBLIC SCHOOL,01162 M 75 SOUTH,PO BOX 356,,BOYNE FALLS,MI,49713,356,,
230376,KEITH BOVENSCHEN SCHOOL,12345 FRAZHO RD,,,WARREN,MI,48089,1279,,
230377,PROGRESS PARK,3980 RESEARCH PARK DR,,,ANN ARBOR,MI,48108,2220,,
230378,STUDENT SERVICES,2130 WEST US HIGHWAY 10,,,LUDINGTON,MI,49431,8319,,
230379,MARQUETTE-ALGER ADMINISTRATIVE,321 E OHIO ST,,,MARQUETTE,MI,49855,3847,,
230380,BRECKENRIDGE JUNIOR-SENIOR HS,700 WRIGHT ST,,,BRECKENRIDGE,MI,48615,9804,,
230382,CENTER FOR LIFELONG LEARNING,24001 PANKOW BLVD,,,CLINTON TOWNSHIP,MI,48036,1634,,
230383,KENT INNOVATION HIGH,1655 E BELTLINE AVE NE,,,GRAND RAPIDS,MI,49525,4502,,
230384,LINCOLN CAMPUS,860 CRAHEN AVE NE,,,GRAND RAPIDS,MI,49525,3477,,
230385,BRETHREN HIGH SCHOOL,4400 HIGHBRIDGE RD,,,BRETHREN,MI,49619,5102,,
230386,BRIDGEPORT BAPTIST ACADEMY,PO BOX 249,,,BRIDGEPORT,MI,48722,249,,
230387,BRIDGEPORT HIGH SCHOOL,4691 BEARCAT BOULEVARD,,,BRIDGEPORT,MI,48722,9519,,
230388,SWARTZ CREEK VIRTUAL LEARN CTR,8230 CRAPO ST,,,SWARTZ CREEK,MI,48473,1359,,
230389,MUSKEGON COMMUNITY EDUC CENTER,80 W SOUTHERN AVE,,,MUSKEGON,MI,49441,2541,,
230390,BRIDGMAN HIGH SCHOOL,9964 GAST RD,,,BRIDGMAN,MI,49106,9750,,
230391,MUSKEGON COVENANT ACADEMY,125 CATHERINE AVE,,,MUSKEGON,MI,49442,3331,,
230392,GRANT LEARNING CENTER,331 E STATE RD,,,GRANT,MI,49327,8504,,
230395,BRIGHTON HIGH SCHOOL,7878 BRIGHTON RD,,,BRIGHTON,MI,48116,7762,,
230397,FLEXTECH HIGH SCHOOL,7707 CONFERENCE CENTER DR,,,BRIGHTON,MI,48114,7334,,
230399,SAGINAW COUNTY JUVENILE CENTER,3360 HOSPITAL RD,,,SAGINAW,MI,48603,9622,,
230400,BRIMLEY HIGH SCHOOL,7134 S M 221,,,BRIMLEY,MI,49715,9299,,
230401,OJIBWE CHARTER SCHOOL,11507 W INDUSTRIAL DR,,,BRIMLEY,MI,49715,,,
230402,CAPITAL AREA CAREER CENTER,611 HAGADORN RD,,,MASON,MI,48854,9390,,
230403,TUSCOLA TECHNOLOGY CENTER,1401 CLEAVER RD,,,CARO,MI,48723,9155,,
230404,PIONEER WORK AND LEARN CENTER,150 ENTERPRISE DR,,,VASSAR,MI,48768,9584,,
230405,BRITTON DEERFIELD HIGH SCHOOL,201 COLLEGE AVE,,,BRITTON,MI,49229,9704,,
230406,LIFE SKILLS CENTER OF PONTIAC,142 AUBURN AVE,,,PONTIAC,MI,48342,3008,,
230407,OXFORD CROSSROADS DAY SCHOOL,810 JAMES HUNT DR,,,OXFORD,MI,48371,5344,,
230408,MADISON PREPARATORY HIGH SCHL,915 E 11 MILE RD,,,MADISON HEIGHTS,MI,48071,3721,,
230409,WESLEY SCHOOL,915 WESLEY AVE,,,MUSKEGON,MI,49442,2142,,
230410,BRONSON HIGH SCHOOL,450 E GRANT ST,,,BRONSON,MI,49028,1524,,
230411,CAREER AND EARLY COLLEGE ACADE,554 GREEN ST,,,SOUTH HAVEN,MI,49090,1894,,
230412,LAKE SHORE ADULT EDUCATION,23055 MASONIC BLVD,,,SAINT CLAIR SHOR,MI,48082,2008,,
230413,MACOMB COUNTY JUVENILE JUSTICE,400 N ROSE ST,,,MOUNT CLEMENS,MI,48043,1522,,
230414,RISING STARS ACADEMY,23855 LAWRENCE,,,CENTER LINE,MI,48015,,,
230415,COLUMBIA CENTRAL HIGH SCHOOL,11775 HEWITT ROAD,,,BROOKLYN,MI,49230,8961,,
230416,MONROE COUNTY EDUCATION CENTER,1091 SOUTH RAISINVILLE RD,,,MONROE,MI,48161,9754,,
230417,WASHTENAW ALLIANCE FOR VRTL ED,301 W MICHIGAN AVE STE 201,,,YPSILANTI,MI,48197,5450,,
230418,CAREERLINE TECH CENTER,13663 PORT SHELDON ST,,,HOLLAND,MI,49424,9244,,
230419,SUCCESS ACADEMY,23500 MAC ARTHUR BLVD,,,WARREN,MI,48089,1741,,
230420,BROWN CITY HIGH SCHOOL,4400 SECOND ST,PO BOX 160,,BROWN CITY,MI,48416,,,
230421,BROWN CITY ALTERNATIVE SCH,4290 SECOND STREET,,,BROWN CITY,MI,48416,,,
230422,BYRON CENTER CHARTER SCHOOL,9930 BURLINGAME SW,,,BYRON CENTER,MI,49315,,,
230423,CALVARY CHRISTIAN ACADEMY,29788 FORT RD,,,ROCKWOOD,MI,48173,9781,,
230424,MAPLE GROVE ALTERNATIVE HIGH,24787 VAN HORN RD,,,BROWNSTOWN,MI,48134,9231,,
230425,BUCHANAN HIGH SCHOOL,401 W CHICAGO ST,,,BUCHANAN,MI,49107,1044,,
230426,JUVENILE CARE CENTER,3712 EAST ASHMAN ST,,,MIDLAND,MI,48642,9314,,
230427,JESUS CHRIST ACADEMY,945 CHIPPEWA STREET,PO BOX 183,,BUCHANAN,MI,49107,183,,
230428,MONTCALM AREA CAREER CENTER,1550 WEST SIDNEY RD,,,SIDNEY,MI,48885,9748,,
230429,HAZEL PARK ADVANTAGE ALT SCHL,1620 E ELZA AVE,,,HAZEL PARK,MI,48030,2358,,
230430,BUCKLEY COMMUNITY HIGH SCHOOL,305 SOUTH FIRST STREET,PO BOX 38,,BUCKLEY,MI,49620,38,,
230431,OAKLAND SCHOOLS TECHNICAL CAMP,1000 BECK RD,,,WIXOM,MI,48393,1862,,
230432,VISIONS UNLIMITED,33000 FREEDOM RD,,,FARMINGTON,MI,48336,4029,,
230433,EDISON SCHOOL,1650 MAPLEDALE ST,,,FERNDALE,MI,48220,0,,
230434,MADISON ACADEMY HIGH SCHOOL,3266 S GENESEE RD,,,BURTON,MI,48519,1424,,
230435,BURR OAK HIGH SCHOOL,326 EAGLE STREET,POST OFFICE BOX 337,,BURR OAK,MI,49030,337,,
230437,CENTERPOINT CHRISTIAN ACADEMY,1225 S CENTER RD,,,BURTON,MI,48509,1723,,
230438,SAINT THOMAS MORE ACADEMY,6456 E BRISTOL RD,,,BURTON,MI,48519,1745,,
230440,BYRON AREA HIGH SCHOOL,312 WEST MAPLE AVENUE,,,BYRON,MI,48418,,,
230441,ANTRIM BAPTIST CHURCH SCHOOL,4509 LOVEJOY ROAD,,,BYRON,MI,48418,,,
230442,DAYSTAR EDUCATIONAL CENTER,1291 EAST MAPLE (BURTON),PO BOX 7008,,FLINT,MI,48507,,,
230443,CHARLES L. BOWERS FARM,1219 EAST SQUARE LAKE RD,,,BLOOMFIELD HILLS,MI,48304,1544,,
230444,MACOMB ACADEMY OF ARTS & SCIEN,23211 PROSPECT AVE,,,ARMADA,MI,48005,4621,,
230445,BYRON CENTER SENIOR HS,8500 BURLINGAME AVE SW,,,BYRON CENTER,MI,49315,6941,,
230446,COMMUNITY HIGH SCHOOL,35201 DAVISON ST,,,STERLING HEIGHTS,MI,48310,5151,,
230448,MACOMB ACADEMY,39092 GARFIELD RD,,,CLINTON TOWNSHIP,MI,48038,4094,,
230449,CADILLAC HERITAGE CHRISTIAN SC,1706 WRIGHT ST,,,CADILLAC,MI,49601,8815,,
230450,CADILLAC SENIOR HIGH SCHOOL,400 LINDEN ST,,,CADILLAC,MI,49601,1704,,
230452,GAYLORD VIRTUAL INSTRUCTION PR,615 S ELM AVE,,,GAYLORD,MI,49735,1253,,
230455,CALEDONIA HIGH SCHOOL,9050 KRAFT AVE SE,,,CALEDONIA,MI,49316,7304,,
230456,WING LAKE DEVELOPMENTAL CENTER,6490 WING LAKE RD,,,BLOOMFIELD HILLS,MI,48301,1538,,
230457,AIRPORT VIRTUAL ACADEMY,11270 GRAFTON RD,,,CARLETON,MI,48117,9392,,
230458,KENNEDY CENTER,1700 BALDWIN AVE,,,PONTIAC,MI,48340,1116,,
230459,CHARLTON HESTON ACADEMY,1350 N SAINT HELEN RD,,,SAINT HELEN,MI,48656,9521,,
230460,CALUMET HIGH SCHOOL,57070 MINE STREET,,,CALUMET,MI,49913,1799,,
230461,CARSON CITY-CRYSTAL ALTERNATIV,115 E MAIN ST,,,CARSON CITY,MI,48811,9778,,
230462,MUSKEGON COUNTY JUVENILE TRANS,630 HARVEY ST,,,MUSKEGON,MI,49442,4278,,
230463,CREATIVE LEARNING CENTER - DEA,4915 SCHAEFER RD,,,DEARBORN,MI,48126,3251,,
230464,COMPASS POINTE,51518 INDUSTRIAL DR STE H,,,NEW BALTIMORE,MI,48047,6604,,
230465,CAMDEN FRONTIER HIGH SCHOOL,4971 W MONTGOMERY RD,,,CAMDEN,MI,49232,9606,,
230467,CANTON PREPARATORY HIGH SCHOOL,46610 CHERRY HILL RD,,,CANTON,MI,48187,4801,,
230468,PLYMOUTH CHRISTIAN ACADEMY,43065 JOY RD,,,CANTON,MI,48187,2058,,
230469,PLYMOUTH HIGH SCHOOL,8400 BECK ROAD,,,CANTON,MI,48187,,,
230470,CAPAC JUNIOR-SENIOR HS,541 NORTH GLASSFORD,,,CAPAC,MI,48014,3016,,
230471,OTTAWA AREA CENTER,10160 96TH AVE,,,ALLENDALE,MI,49401,,,
230472,WAY ACADEMY DETROIT WEST CMPS,19321 W CHICAGO ST,,,DETROIT,MI,48228,1739,,
230473,ROMULUS ADULT EDUCATION,9650 WAYNE RD,,,ROMULUS,MI,48174,1551,,
