Secondary School Code,School Name,Address Line #1,Address Line #2,Domestic Address #3,City,State,ZIP,Foreign Address #3,Country Name,Website
230474,WEXFORD-MISSAUKEE ISD CAREER C,9901 EAST 13TH ST,,,CADILLAC,MI,49601,8754,,
230475,AIRPORT HIGH SCHOOL,11330 GRAFTON RD,,,CARLETON,MI,48117,,,
230477,CAPSTONE ACADEMY CHARTER SCHOO,3500 JOHN R ST,,,DETROIT,MI,48201,2402,,
230478,VERITAS,17715 BRADY,,,REDFORD,MI,48240,2117,,
230480,CARNEY-NADEAU PUBLIC HIGH SCH,151 US 41 NORTH,,,CARNEY,MI,49812,68,,
230481,ACE ACADEMY (SDA),1961 LINCOLN ST,,,HIGHLAND PARK,MI,48203,,,
230482,BURGER DEVELOPMENT CENTER,28865 CARLYSLE ST,,,INKSTER,MI,48141,2806,,
230483,REGIONAL CENTER FOR AGRISCIENC,5479 W. 72ND STREET,,,FREMONT,MI,49412,,,
230484,MENOMINEE ISD SPECIAL EDUCATIO,1201 41ST AVE,,,MENOMINEE,MI,49858,1102,,
230485,CARO HIGH SCHOOL,301 N HOOPER ST,,,CARO,MI,48723,1474,,
230486,MERIDIAN EARLY COLLEGE HS,3303 N M 30,,,SANFORD,MI,48657,9161,,
230488,BIRCH RUN PROGRESSIVE HIGH SCH,12450 CHURCH ST,,,BIRCH RUN,MI,48415,8759,,
230489,TECHNICAL EDUCATION CENTER,P.O. BOX 1500,,,MARYSVILLE,MI,48040,,,
230490,CARSON CITY CRYSTAL HIGH SCH,213 EAST SHERMAN STREET,,,CARSON CITY,MI,48811,,,
230491,FELLOWSHIP BAPTIST ACADEMY,8070 S BLOOMER ST,,,CARSON CITY,MI,48811,8506,,
230492,CAPAC VIRTUAL EDUCATION PRGM,201 N NEEPER ST,,,CAPAC,MI,48014,3035,,
230493,BAY PINES CENTER,2425 N 30TH ST,,,ESCANABA,MI,49829,9203,,
230494,NEW SCHOOL HIGH,46250 ANN ARBOR RD W,,,PLYMOUTH,MI,48170,3501,,
230495,COOKE SCHOOL,21200 TAFT RD,,,NORTHVILLE,MI,48167,1033,,
230496,MADISON SCHOOL,4460 - 18TH STREET,,,WYANDOTTE,MI,48192,6910,,
230497,THE LINCOLN CENTER,891 GODDARD,,,WYANDOTTE,MI,48192,6925,,
230498,ROMULUS VIRTUAL LEARNING CTR,9650 WAYNE RD,,,ROMULUS,MI,48174,1551,,
230500,CARSONVILLE-PORT SANILAC HS,100 N GOETZE RD,,,CARSONVILLE,MI,48419,9745,,
230502,SEITER EDUCATION SERVICE CENTE,1401 EAST VAN DEINSE ST,,,GREENVILLE,MI,48838,9186,,
230503,CASEVILLE PUBLIC HIGH SCHOOL,6609 VINE ST,,,CASEVILLE,MI,48725,9529,,
230504,CAREER PREPARATION CENTER,12200 15 MILE RD,,,STERLING HEIGHTS,MI,48312,4000,,
230505,CASS CITY HIGH SCHOOL,4868 SEEGER ST,,,CASS CITY,MI,48726,9401,,
230506,LIVONIA CAREER TECHNICAL CENTE,8985 NEWBURGH RD,,,LIVONIA,MI,48150,3424,,
230507,PATHFINDER EDUCATIONAL CENTER,62445 SHIMMEL RD,,,CENTREVILLE,MI,49032,9527,,
230508,JO BRIGHTON SKILLS CENTER,4460 18TH ST,,,WYANDOTTE,MI,48192,6925,,
230510,ROSS BEATTY HIGH SCHOOL,22721 DIAMOND COVE ST,,,CASSOPOLIS,MI,49031,9711,,
230511,HURON AI CENTER HS PROGRAM,19370 VREELAND RD,,,WOODHAVEN,MI,48183,4430,,
230512,DOWNRIVER VIRTUAL ACADEMY,27225 W OUTER DR,,,ECORSE,MI,48229,1217,,
230513,SP ED - TRANSITIONS,14685 NORTHLINE RD,,,SOUTHGATE,MI,48195,2483,,
230515,WEXFORD-MISSAUKEE ISD SPECIAL,9907 EAST 13TH ST,,,CADILLAC,MI,49601,8754,,
230516,HIGHLAND PINES SCHOOL,1381 CLEAVER RD,,,CARO,MI,48723,9135,,
230517,BEACON DAY TREATMENT CENTER,12601 MCCANN ST,,,SOUTHGATE,MI,48195,2331,,
230518,WESTWOOD CYBER HIGH SCHOOL,3601 JANET ST,,,DEARBORN HEIGHTS,MI,48125,1153,,
230519,HARPER WOODS VIRTUAL ACADEMY,18901 15 MILE RD,,,CLINTON TWP,MI,48035,2504,,
230520,GREAT LAKES ADVENTIST ACADEMY,7477 ACADEMY ROAD,,,CEDAR LAKE,MI,48812,68,,
230521,HAZEL PARK ACCESS ALTERNATIVE,1543 E 8 MILE RD,,,HAZEL PARK,MI,48030,2637,,
230522,CREATIVE TECHNOLOGIES ACADEMY,350 PINE ST,,,CEDAR SPRINGS,MI,49319,8680,,
230523,PILGRIM BIBLE ACADEMY,361 PINE STREET,,,CEDAR SPRINGS,MI,49319,,,
230524,SHAWONO CENTER,10 NORTH HOWES LAKE RD,,,GRAYLING,MI,49738,,,
230525,CEDAR SPRINGS HIGH SCHOOL,204 E MUSKEGON ST,,,CEDAR SPRINGS,MI,49319,9326,,
230526,HORIZON HIGH SCHOOL,3225 CANIFF ST,,,HAMTRAMCK,MI,48212,3022,,
230528,TURNING POINT ACADEMY,18501 WALTHAM ST,,,DETROIT,MI,48205,2662,,
230529,PATHWAYS ACADEMY,11340 E JEFFERSON AVE,,,DETROIT,MI,48214,3331,,
230530,CEDARVILLE HIGH SCHOOL,298 E M-134,PO BOX 366,,CEDARVILLE,MI,49719,,,
230531,NEW BEGINNINGS ALTERNATIVE HS,204 E MUSKEGON ST,,,CEDAR SPRINGS,MI,49319,9326,,
230533,SPECIAL EDUCATION BUILDING,22650 SIBLEY RD,,,BROWNSTOWN,MI,48193,8231,,
230536,COVENANT HOUSE ACADEMY DETROIT,2959 MARTIN LUTHER KING JR BLV,,,DETROIT,MI,48208,2475,,
230537,WILLIAM FORD CAREER-TECH CENTE,36455 MARQUETTE ST,,,WESTLAND,MI,48185,3235,,
230538,JERRY L WHITE CENTER HIGH SCHO,14804 WEST MCNICHOLS RD,,,DETROIT,MI,48235,3938,,
230539,JARDON VOCATIONAL SCHOOL,2200 WOODWARD HTS,,,FERNDALE,MI,48220,3007,,
230540,CENTER LINE HIGH SCHOOL,26300 ARSENAL,,,CENTER LINE,MI,48015,1637,,
230541,WAY MICHIGAN,407 E FORT ST STE 205,,,DETROIT,MI,48226,2940,,
230542,UNIVERSITY YES ACADEMY,14717 CURTIS ST,,,DETROIT,MI,48235,2773,,
230543,CEDAR STREET COMMUNITY AND FAM,555 CEDAR ST,,,PAW PAW,MI,49079,1182,,
230544,CESAR CHAVEZ ACADEMY HIGH SCH,1761 WATERMAN ST,,,DETROIT,MI,48209,2194,,
230546,KARL RICHTER CAMPUS,920 BAIRD ST,,,HOLLY,MI,48442,1735,,
230547,DK ACADEMY,10425 PANTHER PRIDE,,,DELTON,MI,49046,8825,,
230548,BERRIEN COUNTY TRUANCY ACADEMY,PO BOX 130,,,BERRIEN SPRINGS,MI,49103,,,
230549,RUDYARD AREA SERVICE CENTER,11185 W 2ND ST,,,RUDYARD,MI,49780,9292,,
230550,CENTRAL LAKE HIGH SCHOOL,8190 STATE SPO BOX 128,,,CENTRAL LAKE,MI,49622,,,
230551,BERRIEN SPRINGS DISCOVERY ACAD,242 SYLVESTER AVE,,,BERRIEN SPRINGS,MI,49103,,,
230552,NILES COMM. SCHOOLS ADULT EDUC,1 TYLER ST,,,NILES,MI,49120,,,
230553,CHARLOTTE EARLY MIDDLE COLLEGE,378 STATE ST,,,CHARLOTTE,MI,48813,1797,,
230554,BUCHANAN VIRTUAL ACADEMY,401 W CHICAGO ST,,,BUCHANAN,MI,49107,1044,,
230555,CENTREVILLE HIGH SCHOOL,PO BOX 158,190 HOGAN ST,,CENTREVILLE,MI,49032,5119,,
230556,GENESEE CAREER INSTITUTE,2413 W MAPLE AVE,,,FLINT,MI,48507,3493,,
230557,MAPLE VALLEY PATHWAYS HIGH SCH,11090 NASHVILLE HWY,,,VERMONTVILLE,MI,49096,8578,,
230558,ELMER A. KNOPF LEARNING CENTER,2413 W MAPLE AVE,,,FLINT,MI,48507,3429,,
230559,GREAT LAKES ONLINE EDUCATION,1135 N OLD 27,,,GRAYLING,MI,49738,9777,,
230561,EATON RESA CAREER PREPARATION,1790 PACKARD HWY,,,CHARLOTTE,MI,48813,9717,,
230562,SPECIAL SERVICES - NORTH,2413 W MAPLE AVE,,,FLINT,MI,48507,3429,,
230563,EATON COUNTY YOUTH FACILITY,220 LAMSON ST,,,GRAND LEDGE,MI,48837,1760,,
230564,GENESEE COUNTY JAIL,1000 E MOUNT MORRIS ST,,,MOUNT MORRIS,MI,48458,2074,,
230565,CHS-HORIZONS SCHOOL,57070 MINE ST,,,CALUMET,MI,49913,2949,,
230566,CAREER AND TECHNICAL EDUCATION,110 EAST QUINCY ST,,,HANCOCK,MI,49930,2138,,
230567,INGHAM COUNTY YOUTH CENTER,700 E JOLLY RD,,,LANSING,MI,48910,6832,,
230568,HEARTLANDS INSTITUTE OF TECHNO,250 E TUTTLE ROAD,,,IONIA,MI,48846,,,
230569,CAREER AND TECHNICAL EDUCATION,27 NORTH REMPERT RD,,,TAWAS CITY,MI,48763,9752,,
230570,CHARLEVOIX HIGH SCHOOL,5200 MARION CENTER RD,,,CHARLEVOIX,MI,49720,9575,,
230571,NORTHWEST ACADEMY,115 WEST HURLBUT,,,CHARLEVOIX,MI,49720,,,
230573,DEVELOPMENTAL CLASSROOMS,2130 WEST US HIGHWAY 10,,,LUDINGTON,MI,49431,8319,,
230575,CHARLOTTE HIGH SCHOOL,378 STATE ST,,,CHARLOTTE,MI,48813,1704,,
230578,RELEVANT ACADEMY OF EATON CNTY,220 LAMSON ST # 3,,,GRAND LEDGE,MI,48837,1760,,
230579,HOWE TRAINABLE CENTER AND MONT,22586 ANN ARBOR TRL,,,DEARBORN HTS,MI,48127,,,
230580,CHASSELL HIGH SCHOOL,41585 US HWY 41,,,CHASSELL,MI,49916,,,
230581,COPPER COUNTRY CHRISTIAN SCH,20980 BROEMER RD,,,CHASSELL,MI,49916,,,
230582,SOUTH CENTRAL MICHIGAN VIRTUAL,1060 JACKSON XING,,,JACKSON,MI,49202,2039,,
230583,YOUTH HOME- JACKSON ISD,6700 BROWNS LAKE RD,,,JACKSON,MI,49201,8379,,
230584,TRANSITION SERVICES,714 SOUTH WESTNEDGE AVE,,,KALAMAZOO,MI,49007,5058,,
230585,NEWCOMERS COMMUNITY SCHOOL,1800 TREMONT BLVD NW,,,GRAND RAPIDS,MI,49504,4868,,
230586,JACKSON COUNTY JAIL,310 WEST MORRELL ST,,,JACKSON,MI,49203,1720,,
230588,BEDFORD COMMUNITY/FAMILY LEARN,11775 E D AVE,,,RICHLAND,MI,49083,8601,,
230589,SHARED TIME,1331 FRANKLIN ST SE,,,GRAND RAPIDS,MI,49506,,,
230590,SUPERIOR CENTRAL HIGH SCHOOL,E2865 STATE HWY 94,,,EBEN JUNCTION,MI,49825,,,
230594,BETHUNE ADULT EDUCATION,1051 ARLENE AVE.,,,PONTIAC,MI,48340,,,
230596,LOCAL-BASED SPECED PROGRAMS,PO BOX 1406,,,ANN ARBOR,MI,48106,1406,,
230597,M.A.L.C.,8537 GLEASON ST,,,MILLINGTON,MI,48746,9601,,
230598,WOODLAND DEVELOPMENTAL CENTER,PO BOX 1500,,,MARYSVILLE,MI,48040,8000,,
230599,TECUMSEH VIRTUAL ACADEMY,760 BROWN ST,,,TECUMSEH,MI,49286,1006,,
230600,CHEBOYGAN AREA HIGH SCHOOL,801 W LINCOLN AVE,,,CHEBOYGAN,MI,49721,1858,,
230601,SCHOOL TO WORK TRANSITION PROG,2630 W HOWELL RD,,,MASON,MI,48854,9392,,
230602,CAREER DEVELOPMENT SCHOOL,106 S 6TH ST,,,GRAND HAVEN,MI,49417,1418,,
230603,FRUITPORT ALTERNATIVE HIGH SCH,3255 PONTALUNA RD,,,FRUITPORT,MI,49415,9600,,
230604,GOLIGHTLY CAREER AND TECHNICAL,900 DICKERSON ST,,,DETROIT,MI,48215,2900,,
230606,GENESEE VALLEY REGIONAL CENTER,1000 E MOUNT MORRIS ST,,,MOUNT MORRIS,MI,48458,2074,,
230607,RUBEN DANIELS ADULT ED - ETC,3115 MACKINAW ST,,,SAGINAW,MI,48602,3221,,
230608,PHOENIX ALTERNATIVE SCHOOL,247 SCHOOL DR,,,YALE,MI,48097,3364,,
230609,CAREER OPPORTUNITIES CENTER,2102 WEISS ST,,,SAGINAW,MI,48602,5049,,
230610,CHELSEA HIGH SCHOOL,740 N FREER RD,,,CHELSEA,MI,48118,1176,,
230611,PEARL ALTERNATIVE/ADULT EDUCAT,4 MEMORIAL DR,,,FENNVILLE,MI,49408,9370,,
230612,CHESANING UNION HIGH SCHOOL,PO BOX 157,,,CHESANING,MI,48616,157,,
230613,HARPER ACADEMY,20225 BEACONSFIELD ST,,,HARPER WOODS,MI,48225,1305,,
230614,REETHS-PUFFER SPECIAL EDUCATIO,1545 ROBERTS RD,,,MUSKEGON,MI,49445,1547,,
230615,MUSKEGON RIVER YOUTH HOME,3030 LONG LN,,,EVART,MI,49631,7218,,
230616,NILES EXTENDED SCHOOL COMMUNIT,111 SPRUCE STREET,,,NILES,MI,49120,3863,,
230617,CLARKSTON COMMUNITY EDUCATION,6558 WALDON RD,,,CLARKSTON,MI,48346,2469,,
230618,INVEST ROOSEVELT ALTERNATIVE H,24131 S CHRYSLER DR,,,HAZEL PARK,MI,48030,1030,,
230620,TROY CONTINUING EDUCATION,201 WEST SQUARE LAKE RD,,,TROY,MI,48098,2931,,
230621,PINEVIEW HOMES,3030 LONG LN,,,EVART,MI,49631,7218,,
230622,MEADOWS SCHOOL,1435 W AUBURN ROAD,,,ROCHESTER HILLS,MI,48309,,,
230623,CAREER PREPARATION,49000 ELEVEN MILE ROAD,,,NOVI,MI,48374,,,
230624,CLARE PIONEER HIGH SCHOOL,670 ANN ARBOR TRL,,,CLARE,MI,48617,,,
230625,CLARE HIGH SCHOOL,306 SCHOOLCREST AVE,,,CLARE,MI,48617,1155,,
230627,MICHIGAN CYBER ACADEMY,1551 E 8 MILE RD,,,HAZEL PARK,MI,48030,2637,,
230628,COMMUNITY-BASED TRANSITION CEN,490 S PAW PAW ST,,,LAWRENCE,MI,49064,9328,,
230629,TECUMSEH SMCSI,771 NORTH MAPLE GROVE AVE,,,HUDSON,MI,49247,1149,,
230630,CLARKSTON SENIOR HIGH SCHOOL,6093 FLEMINGS LAKE RD,,,CLARKSTON,MI,48346,1621,,
230631,OAKLAND SCHOOLS TECH CMPS NW,8211 BIG LAKE RD,,,CLARKSTON,MI,48346,1002,,
230632,SPRINGFIELD CHRISTIAN ACADEMY,8585 DIXIE HIGHWAY,,,CLARKSTON,MI,48348,,,
230633,CHS-RENAISSANCE,6558 WALDON ROAD,,,CLARKSTON,MI,48346,,,
230634,EVEREST COLLEGIATE HIGH SCHOOL,5935 CLARKSTON RD,,,CLARKSTON,MI,48348,4711,,
230635,CLAWSON HIGH SCHOOL,101 JOHN M AVE,,,CLAWSON,MI,48017,1514,,
230637,MICHAEL BERRY CAREER CENTER,22586 ANN ARBOR TRL,,,DEARBORN HEIGHTS,MI,48127,2508,,
230638,SWAN VALLEY ADULT AND ALTERNAT,8400 OHERN RD,,,SAGINAW,MI,48609,5119,,
230639,C.O.O.R. CTE,11051 N CUT RD,,,ROSCOMMON,MI,48653,9340,,
230640,CLIMAX-SCOTTS HIGH SCHOOL,372 S MAIN ST,,,CLIMAX,MI,49034,9773,,
230641,CARSONVILLE-PORT SANILAC LEARN,100 N GOETZE RD,,,CARSONVILLE,MI,48419,9745,,
230642,SPRING LAKE ALTERNATIVE EDUCAT,345 HAMMOND ST,,,SPRING LAKE,MI,49456,2064,,
230643,SHELDON PINES SCHOOL,6542 136TH AVE,,,HOLLAND,MI,49424,9243,,
230644,WEST SHORE ESD CAREER TECH CEN,3000 N STILES RD,,,SCOTTVILLE,MI,49454,9791,,
230646,MONROE COUNTY ISD - LOCAL BASE,1101 S RAISINVILLE RD,,,MONROE,MI,48161,9047,,
230647,CLINTONDALE VIRTUAL SCHOOL,22280 E PRICE DR,,,CLINTON TOWNSHIP,MI,48035,1843,,
230648,INTERNATIONAL ACADEMY MACOMB,42755 ROMEO PLANK RD,,,CLINTON TWNSHP,MI,48038,1790,,
230649,MOHEGAN HIGH SCHOOL,19230 CASS AVE,,,CLINTON TOWNSHIP,MI,48038,,,
230650,CLINTON HIGH SCHOOL,340 E MICHIGAN AVE,,,CLINTON,MI,49236,9586,,
230651,LANSE CREUSE PANKOW VOC TECH,24600 PANKOW BLVD,,,CLINTON TOWNSHIP,MI,48036,1306,,
230653,THOMAS MORE SCHOOL,8744 CLINTON-MACON ROAD,,,CLINTON,MI,49236,,,
230654,NEIL REID HIGH SCHOOL,37701 HARPER AVE,,,CLINTON TOWNSHIP,MI,48036,3087,,
230655,CLIO HIGH SCHOOL,1 MUSTANG DR,,,CLIO,MI,48420,2201,,
230656,ROMULUS ADULT EDUCATION ALTERN,9650 WAYNE RD,,,ROMULUS,MI,48174,1551,,
230658,COLDWATER SENIOR HIGH SCHOOL,275 NORTH FREMONT,,,COLDWATER,MI,49036,1987,,
230660,DIANN BANKS-WILLIAMSON EDUCATI,5020 CADIEUX RD,,,DETROIT,MI,48224,2153,,
230662,FLAT ROCK ACDMC VIRT ACAD 6-12,25600 SENECA ST,,,FLAT ROCK,MI,48134,1282,,
230663,OAK PARK ALTERNATIVE EDUCATION,12901 ALBANY ST,,,OAK PARK,MI,48237,2920,,
230664,TAYLOR CAREER AND TECHNICAL CE,9601 WESTLAKE ST,,,TAYLOR,MI,48180,3129,,
230665,WASHTENAW ALLIANCE FOR VIRTUAL,2800 STONE SCHOOL RD STE 201,,,ANN ARBOR,MI,48104,7434,,
230666,WASHTENAW COUNTY YOUTH CENTER,1819 S WAGNER RD,,,ANN ARBOR,MI,48103,9715,,
230667,PANSOPHIA ACADEMY,52 ABBOTT AVENUE,,,COLDWATER,MI,49036,,,
230668,ACADEMY OF THE AMERICAS HS,5680 KONKEL ST,,,DETROIT,MI,48210,3267,,
230669,HAZEL PARK TRAINING FACILITY I,420 W 9 MILE RD,,,HAZEL PARK,MI,48030,1754,,
230670,COLEMAN HIGH SCHOOL,4951 LEWIS RD,,,COLEMAN,MI,48618,,,
230671,ARMADA CONTINUING EDUCATION CE,23211 PROSPECT AVE,,,ARMADA,MI,48005,4621,,
230672,JOAN C SERGENT INST RSC CENTER,14200 CANAL RD,,,STERLING HEIGHTS,MI,48313,,,
230673,MONROE COUNTY YOUTH CENTER,1101 S RAISINVILLE RD,,,MONROE,MI,48161,9047,,
230675,COLOMA HIGH SCHOOL,PO BOX 550,,,COLOMA,MI,49038,550,,
230676,WARREN WOODS EDUCATION CENTER,12900 FRAZHO RD,,,WARREN,MI,48089,1300,,
230677,OVID-ELSIE COMM. ED./ALT. H.S.,8989 E COLONY RD,,,ELSIE,MI,48831,9724,,
230679,CASA,23561 ROSEWOOD ST,,,OAK PARK,MI,48237,2231,,
230680,COLON HIGH SCHOOL,400 DALLAS STREET,,,COLON,MI,49040,,,
230682,HAMILTON MIDDLE SCHOOL,4845 136TH AVE,,,HAMILTON,MI,49419,9604,,
230686,PROVIDENCE CHRISTIAN SCHOOL,100 PRATT RD,,,KALAMAZOO,MI,49001,5337,,
230689,WALLED LAKE NORTHERN HS,6000 BOGIE LAKE RD,,,COMMERCE TOWNSHP,MI,48382,2419,,
230690,COMSTOCK HIGH SCHOOL,2107 N 26TH ST,,,KALAMAZOO,MI,49048,9217,,
230693,BENJAMIN FRANKLIN MIDDLE SCHOO,33555 ANNAPOLIS ST,,,WAYNE,MI,48184,2478,,
230695,COMSTOCK PARK HIGH SCHOOL,150 SIX MILE ROAD NORTHEAST,,,COMSTOCK PARK,MI,49321,,,
230696,AMERICAN INTERNATIONAL ACADEMY,27100 AVONDALE ST,,,INKSTER,MI,48141,1816,,
230697,ST MICHAEL ACADEMY,2225 SUMMIT PARK DR,,,PETOSKEY,MI,49770,8451,,
230698,JACKSON PATHWAYS HIGH SCHOOL,544 WILDWOOD AVE,,,JACKSON,MI,49201,1013,,
230699,INNOVATION ACADEMY,861 E SIBLEY ST,,,HOWELL,MI,48843,2452,,
230700,CONCORD HIGH SCHOOL,219 MONROE ST,PO BOX 338,,CONCORD,MI,49237,338,,
230701,PHOENIX ALTERNATIVE HIGH SCHOO,P.O. BOX 395,,,POWERS,MI,49874,,,
230703,CHAR-EM ALTERNATIVE PROGRAMS,8568 MERCER RD,,,CHARLEVOIX,MI,49720,1006,,
230704,DR. ROBERT W. BROWNE AQUATIC C,250 WESTERN AVE.,,,COLDWATER,MI,49036,,,
230705,CONSTANTINE HIGH SCHOOL,1 FALCON DR,,,CONSTANTINE,MI,49042,1177,,
230707,CONSTANTINE TECH HIGH SCHOOL,664 CANARIS ST,,,CONSTANTINE,MI,49042,1310,,
230709,KENT ISD CONFERENCE CENTER,2930 KNAPP ST NORTHEAST,,,GRAND RAPIDS,MI,49525,4518,,
230710,DETROIT EDISON PUBLIC SCHOOL A,3402 SAINT AUBIN ST,,,DETROIT,MI,48207,2119,,
230711,CENTREVILLE ADULT EDUCATION,PO BOX 158,,,CENTREVILLE,MI,49032,158,,
230712,KINNEY SCHOOL,720 N KINNEY AVE,,,MOUNT PLEASANT,MI,48858,1757,,
230714,AIRPORT MIDDLE COLLEGE,11330 GRAFTON RD,,,CARLETON,MI,48117,9392,,
230715,COOPERSVILLE HIGH SCHOOL,198 EAST STREET,,,COOPERSVILLE,MI,49404,1290,,
230716,MICH DEPT OF EDUCATION - TESTI,704 W. KALAMAZOO,,,LANSING,MI,48933,,,
230717,GODFREY-LEE ED. STATION,982 LEE ST SW,,,WYOMING,MI,49509,7501,,
230718,CHAR-EM SPECIAL EDUCATION SCH,8568 MERCER RD,,,CHARLEVOIX,MI,49720,1006,,
230719,DELTA-SCHOOLCRAFT AREA CENTER,2525 3RD AVE S,,,ESCANABA,MI,49829,1258,,
230720,HESPERIA COMMUNITY EDUCATION,96 S. DIVISION STREET,,,HESPERIA,MI,49421,338,,
230721,RIVERVIEW VIRTUAL ACADEMY,12431 LONGSDORF ST,,,RIVERVIEW,MI,48193,4202,,
230722,COWDEN LAKE BIBLE ACADEMY,4931 BAILEY ROAD,,,CORAL,MI,49322,4931,,
230723,MAYVILLE MIDDLE SCHOOL,6210 FULTON ST,,,MAYVILLE,MI,48744,9103,,
230724,PONTIAC MIDDLE SCHOOL,1275 NORTH PERRY ST,,,PONTIAC,MI,48340,3135,,
230725,CORUNNA HIGH SCHOOL,417 E KING ST,,,CORUNNA,MI,48817,1517,,
230726,IMMANUEL BAPTIST SCHOOL,2680 E M 21,,,CORUNNA,MI,48817,1105,,
230727,BRIGHTMONT ACADEMY BIRMINGHAM,33483 WOODWARD AVENUE,,,BIRMINGHAM,MI,48009,907,,
230729,DLI-GR,35 HILLCREST ST,,,COOPERSVILLE,MI,49404,1420,,
230730,COVERT HIGH SCHOOL,35323 M-140 HIGHWAY,,,COVERT,MI,49043,,,
230732,MILAN ALTERNATIVE EDUCATION,920 NORTH ST,,,MILAN,MI,48160,1140,,
230735,CROSWELL-LEXINGTON HIGH SCHOOL,5461 PECK ROAD,,,CROSWELL,MI,48422,,,
230736,GREENFIELD SCHOOL,3471 BECK RD,,,HILLSDALE,MI,49242,9433,,
230737,DICKINSON-IRON SPECIAL EDUCATI,1074 PYLE DR,,,KINGSFORD,MI,49802,4451,,
230738,TRI COUNTY EDUCATIONAL CENTER,21131 GARDEN LN,,,FERNDALE,MI,48220,4200,,
230739,TROY COLLEGE AND CAREER HS,1522 E BIG BEAVER RD,,,TROY,MI,48083,2008,,
230740,DIANNE M PELLERIN CENTER,24001 FREDERICK PANKOW BLVD,,,CLINTON TOWNSHIP,MI,48036,1364,,
230743,MT. MORRIS EDUCATION AND COMMU,1000 E MOUNT MORRIS ST,,,MOUNT MORRIS,MI,48458,2074,,
230744,BATTLE CREEK AREA LEARNING CEN,765 UPTON AVE,,,SPRINGFIELD,MI,49037,4850,,
230745,FOREST PARK HIGH SCHOOL,801 FOREST PARKWAY,,,CRYSTAL FALLS,MI,49920,,,
230746,MILTON C. PORTER ED. CENTER,2946 SUTTON RD,,,ADRIAN,MI,49221,8301,,
230747,KALKASKA ALTERNATIVE PROGRAM,109 N BIRCH ST,,,KALKASKA,MI,49646,8343,,
230748,MARSHALL OPPORTUNITY HIGH SCHO,14055 26 MILE RD,,,ALBION,MI,49224,9528,,
230749,BENTLEY HIGH SCHOOL BOLD ACADE,1150 N BELSAY RD,,,BURTON,MI,48509,1693,,
230750,MASON COUNTY EASTERN HS,18 S MAIN ST,,,CUSTER,MI,49405,9624,,
230753,JONESVILLE PATHWAYS,401 E CHICAGO ST,,,JONESVILLE,MI,49250,1190,,
230754,DEXTER ALTERNATIVE SCHOOL,7714 ANN ARBOR ST,,,DEXTER,MI,48130,1322,,
230755,DANSVILLE HIGH SCHOOL,PO BOX 187,,,DANSVILLE,MI,48819,187,,
230756,CHESANING UNION SCHOOLS ALTERN,850 N 4TH ST,,,CHESANING,MI,48616,1056,,
230757,VIKING VIRTUAL ACADEMY,23400 HUGHES AVE,,,HAZEL PARK,MI,48030,1552,,
230759,LINK LEARNING - KENOWA HILLS,3563 ALPINE AVE NW,,,GRAND RAPIDS,MI,49544,1635,,
230760,DAVISON HIGH SCHOOL,1250 N OAK RD,,,DAVISON,MI,48423,9156,,
230761,ACE ACADEMY - JEFFERSON SITE,13330 E JEFFERSON AVE,,,DETROIT,MI,48215,2719,,
230763,ACADEMY FOR BUSINESS AND TECH,19625 WOOD ST,,,MELVINDALE,MI,48122,2201,,
230765,DEARBORN HIGH SCHOOL,19501 OUTER DR,,,DEARBORN,MI,48124,1663,,
230766,DEARBORN CTR MATH SCIENCE TECH,22586 ANN ARBOR TRAIL,,,DEARBORN HEIGHTS,MI,48127,2508,,
230767,HENRY FORD EARLY COLLEGE,5101 EVERGREEN RD,,,DEARBORN,MI,48128,2407,,
230768,DIVINE CHILD HIGH SCHOOL,1001 N SILVERY LN,,,DEARBORN,MI,48128,1544,,
230769,FAITH BAPTIST SCHOOL,7306 EAST ATHERTON ROAD,,,DAVISON,MI,48423,,,
230770,EDSEL B FORD HIGH SCHOOL,20601 ROTUNDA DRIVE,,,DEARBORN,MI,48124,3999,,
230771,DEARBORN HEIGHTS VIRTUAL ACDMY,20629 ANNAPOLIS ST,,,DEARBORN HEIGHTS,MI,48125,2904,,
230772,VISTA MEADOWS ACADEMY,20651 W WARREN ST,,,DEARBORN HEIGHTS,MI,48127,2622,,
230773,DEARBORN MAGNET HIGH,22586 ANN ARBOR TRL,,,DEARBORN HEIGHTS,MI,48127,2508,,
230774,HOPE DETROIT ACAD - MIDDLE HS,4444 35TH ST,,,DETROIT,MI,48210,,,
230775,FORDSON HIGH SCHOOL,13800 FORD ROAD,,,DEARBORN,MI,48126,3296,,
230776,KALAMAZOO INNOVATIVE LEARNING,3333 S WESTNEDGE AVE,,,KALAMAZOO,MI,49008,4902,,
230777,LIGHTHOUSE ACADEMY - THE PIER,703 BALL AVE NE,,,GRAND RAPIDS,MI,49503,1307,,
230778,HENRY FORD ACADEMY,20900 OAKWOOD BLVD,,,DEARBORN,MI,48124,5029,,
230779,GATEWAY TO SUCCESS ACADEMY,526 N MAIN ST,,,SCOTTVILLE,MI,49454,1050,,
230780,OMBUDSMAN @ WESTWOOD ALT HS,3335 S BEECH DALY,,,DEARBORN HEIGHTS,MI,48125,,,
230781,CRESTWOOD HIGH SCHOOL,1501 N BEECH DALY RD,,,DEARBORN HEIGHTS,MI,48127,3403,,
230782,EASTPOINTE VIRTUAL ACADEMY,15501 COUZENS AVE,,,EASTPOINTE,MI,48021,3911,,
